Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-11-13 00:00:00-05:00,79.96929168701172,79.96929168701172,79.96929168701172,79.96929168701172,0,0.0,0.0,0.0
2000-11-14 00:00:00-05:00,81.85196685791016,81.85196685791016,81.85196685791016,81.85196685791016,0,0.0,0.0,0.0
2000-11-15 00:00:00-05:00,82.26821899414062,82.26821899414062,82.26821899414062,82.26821899414062,0,0.0,0.0,0.0
2000-11-16 00:00:00-05:00,81.23722839355469,81.23722839355469,81.23722839355469,81.23722839355469,0,0.0,0.0,0.0
2000-11-17 00:00:00-05:00,80.96824645996094,80.96824645996094,80.96824645996094,80.96824645996094,0,0.0,0.0,0.0
2000-11-20 00:00:00-05:00,79.48259735107422,79.48259735107422,79.48259735107422,79.48259735107422,0,0.0,0.0,0.0
2000-11-21 00:00:00-05:00,79.7643814086914,79.7643814086914,79.7643814086914,79.7643814086914,0,0.0,0.0,0.0
2000-11-22 00:00:00-05:00,78.2915267944336,78.2915267944336,78.2915267944336,78.2915267944336,0,0.0,0.0,0.0
2000-11-24 00:00:00-05:00,79.4441909790039,79.4441909790039,79.4441909790039,79.4441909790039,0,0.0,0.0,0.0
2000-11-27 00:00:00-05:00,79.87325286865234,79.87325286865234,79.87325286865234,79.87325286865234,0,0.0,0.0,0.0
2000-11-28 00:00:00-05:00,79.11119079589844,79.11119079589844,79.11119079589844,79.11119079589844,0,0.0,0.0,0.0
2000-11-29 00:00:00-05:00,79.47621154785156,79.47621154785156,79.47621154785156,79.47621154785156,0,0.0,0.0,0.0
2000-11-30 00:00:00-05:00,77.8816909790039,77.8816909790039,77.8816909790039,77.8816909790039,0,0.0,0.0,0.0
2000-12-01 00:00:00-05:00,77.90089416503906,77.90089416503906,77.90089416503906,77.90089416503906,0,0.0,0.0,0.0
2000-12-04 00:00:00-05:00,78.47726440429688,78.47726440429688,78.47726440429688,78.47726440429688,0,0.0,0.0,0.0
2000-12-05 00:00:00-05:00,81.5382080078125,81.5382080078125,81.5382080078125,81.5382080078125,0,0.0,0.0,0.0
2000-12-06 00:00:00-05:00,80.06534576416016,80.06534576416016,80.06534576416016,80.06534576416016,0,0.0,0.0,0.0
