Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.469904286423922,24.469904286423922,24.34816346907853,24.452512741088867,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.46990848395784,24.626432418823246,24.46990848395784,24.626432418823242,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.60904364690048,24.696001398302954,24.556868996058995,24.67860984802246,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.713376473515932,24.95685801512693,24.695984934829436,24.93946647644043,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.02644122838974,25.096007430553435,24.748176419734953,25.043832778930664,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.026433944702145,25.078608581140024,24.887301580867806,25.02643394470215,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.026433944702145,25.113391672098608,24.99165085374356,25.02643394470215,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.93948154970013,24.93948154970013,24.80034915611742,24.852523803710938,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.85252311594581,24.904697762095452,24.78295692107962,24.887306213378906,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.922085011287262,25.11339201416525,24.922085011287262,25.009042739868164,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.97425766365463,24.97425766365463,24.817733764648438,24.817733764648438,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.748172285572217,24.748172285572217,24.156859665959107,24.19164276123047,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.19165073916209,24.226433845904232,24.087301418935652,24.174259185791016,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.452514739067457,24.452514739067457,23.826419055848092,24.156858444213867,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.15686054175006,24.243818283081055,24.122077445217663,24.243818283081055,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.313384666197464,24.365559311403896,24.243818472588888,24.33077621459961,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.400338924664453,24.41773047058367,24.191640373633824,24.31338119506836,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.33077609741082,24.626432418823246,24.33077609741082,24.626432418823242,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.60904364690048,24.696001398302954,24.556868996058995,24.67860984802246,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.730783807484723,24.730783807484723,24.591651409130378,24.71339225769043,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.800347556341002,24.800347556341002,24.60904052750527,24.643823623657227,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.661211825544548,25.009042739868164,24.626428734112185,25.009042739868164,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.043829497868337,25.13078723918038,25.009046401343518,25.11339569091797,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.148170030216654,25.148170030216654,24.974254608154297,24.974254608154297,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.00904862441164,25.11339792326176,24.88730777575317,24.904699325561523,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.956855676213248,25.461210250854492,24.956855676213248,25.461210250854492,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.40903157318513,25.426423107458355,25.322073901818992,25.374248504638672,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.374272263001156,25.42644691467285,25.269922959657766,25.42644691467285,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.443836025086284,25.513402220643595,25.32209518286099,25.35687828063965,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.148175308957168,25.165566854813985,24.939476758675365,25.09600067138672,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.07862002931792,25.21775245666504,25.07862002931792,25.21775245666504,310800,0.0,0.0,0.0
